Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,Goal_Difference,Home_Shot_Accuracy,Away_Shot_Accuracy,Total_Cards
2021-01-26,13,8,1,2,0,22,9,5,2,9,5,10,15,1,3,0,0,-1,0.22727272727272727,0.2222222222222222,4
2021-01-26,15,0,1,3,0,13,9,5,5,4,5,11,6,1,2,0,0,-2,0.38461538461538464,0.5555555555555556,3
2021-01-26,17,11,0,5,0,4,18,1,7,3,8,8,8,2,0,0,0,-5,0.25,0.3888888888888889,2
2021-01-27,3,1,3,2,2,10,18,5,10,2,4,16,7,1,0,0,0,1,0.5,0.5555555555555556,1
2021-01-27,4,19,0,0,1,14,4,5,0,13,1,14,7,1,1,0,0,0,0.35714285714285715,0.0,2
2021-01-27,2,7,0,0,1,16,10,5,3,10,0,10,14,2,1,0,0,0,0.3125,0.3,3
2021-01-27,6,9,1,1,1,8,19,2,6,5,11,12,10,1,1,0,0,0,0.25,0.3157894736842105,2
2021-01-27,12,14,1,2,0,16,5,4,3,7,2,10,12,1,1,0,0,-1,0.25,0.6,2
2021-01-28,16,10,1,3,0,3,14,2,7,1,2,9,11,1,2,0,0,-2,0.6666666666666666,0.5,3
2021-01-30,6,13,0,2,0,11,13,3,3,7,12,13,6,3,4,0,0,-2,0.2727272727272727,0.23076923076923078,7
2021-01-30,5,19,1,0,2,11,6,2,4,1,6,7,10,1,2,0,0,1,0.18181818181818182,0.6666666666666666,3
2021-01-30,11,14,1,0,2,10,4,5,1,10,0,7,10,0,3,0,0,1,0.5,0.25,3
2021-01-30,17,7,2,2,1,5,12,3,7,2,3,9,10,1,0,0,0,0,0.6,0.5833333333333334,1
2021-01-30,0,12,0,0,1,17,14,3,3,4,7,9,16,1,3,0,0,0,0.17647058823529413,0.21428571428571427,4
2021-01-30,15,1,0,1,0,20,8,5,4,7,1,12,11,1,0,0,0,-1,0.25,0.5,1
2021-01-31,4,3,2,0,2,19,1,8,0,4,2,7,9,0,1,0,0,2,0.42105263157894735,0.0,1
2021-01-31,9,8,1,3,0,18,8,8,7,6,4,17,16,0,3,0,0,-2,0.4444444444444444,0.875,3
2021-01-31,18,10,1,3,0,8,14,2,5,6,5,7,8,2,0,0,0,-2,0.25,0.35714285714285715,2
2021-01-31,2,16,1,0,2,16,8,5,4,9,2,11,11,2,1,0,0,1,0.3125,0.5,3
2021-02-02,14,17,2,1,2,14,8,6,4,9,2,11,9,2,1,0,0,1,0.42857142857142855,0.5,3
2021-02-02,19,0,2,1,2,11,9,7,3,9,6,11,8,3,2,0,2,1,0.6363636363636364,0.3333333333333333,7
2021-02-02,12,15,9,0,2,24,3,14,1,5,3,11,6,2,3,0,2,9,0.5833333333333334,0.3333333333333333,7
2021-02-02,13,5,1,2,0,21,6,5,3,9,1,14,11,1,3,0,0,-1,0.23809523809523808,0.5,4
2021-02-03,3,11,0,2,0,2,17,0,6,1,3,8,5,2,1,0,0,-2,0.0,0.35294117647058826,3
2021-02-03,7,9,0,2,0,8,9,1,5,5,2,17,10,3,1,0,0,-2,0.125,0.5555555555555556,4
2021-02-03,8,6,1,2,0,16,10,7,6,7,1,12,12,2,3,0,0,-1,0.4375,0.6,5
2021-02-03,1,18,1,3,0,9,20,2,10,7,3,11,15,1,1,0,0,-2,0.2222222222222222,0.5,2
2021-02-03,10,2,0,1,0,11,13,1,4,6,3,12,6,1,0,0,0,-1,0.09090909090909091,0.3076923076923077,1
2021-02-04,16,4,0,1,0,7,18,2,2,2,7,20,14,2,3,0,0,-1,0.2857142857142857,0.1111111111111111,5
2021-02-06,1,0,1,0,2,12,14,8,3,3,7,12,12,3,2,0,0,1,0.6666666666666666,0.21428571428571427,5
2021-02-06,3,2,1,1,1,20,10,7,2,8,7,8,10,2,0,0,0,0,0.35,0.2,2
2021-02-06,13,15,3,2,2,6,14,4,5,0,7,11,14,2,1,1,0,1,0.6666666666666666,0.35714285714285715,4
2021-02-06,7,18,0,0,1,20,8,2,1,7,3,11,10,1,2,0,1,0,0.1,0.125,4
2021-02-06,12,6,3,3,1,14,6,5,3,5,1,14,10,2,1,0,0,0,0.35714285714285715,0.5,3
2021-02-07,16,17,2,0,2,13,4,6,1,8,0,16,12,1,2,0,0,2,0.46153846153846156,0.25,3
2021-02-07,19,9,0,0,1,13,13,1,3,8,2,11,15,1,3,0,0,0,0.07692307692307693,0.23076923076923078,4
2021-02-07,10,11,1,4,0,8,8,3,5,6,1,13,8,2,1,0,0,-3,0.375,0.625,3
2021-02-07,14,4,1,2,0,8,9,3,3,1,8,8,8,1,0,0,0,-1,0.375,0.3333333333333333,1
2021-02-08,8,5,2,0,2,17,8,7,3,5,3,7,8,0,2,0,0,2,0.4117647058823529,0.375,2
2021-02-13,9,10,3,1,2,11,15,6,4,2,12,9,6,1,2,0,0,2,0.5454545454545454,0.26666666666666666,3
2021-02-13,5,3,0,3,0,13,16,3,4,7,4,15,14,0,0,0,0,-3,0.23076923076923078,0.25,0
2021-02-13,11,16,3,0,2,15,7,6,3,4,2,12,13,1,3,0,0,3,0.4,0.42857142857142855,4
2021-02-13,2,1,0,0,1,26,4,9,1,9,2,16,12,2,3,0,0,0,0.34615384615384615,0.25,5
2021-02-14,15,19,1,2,0,7,10,3,4,4,6,10,9,2,2,0,0,-1,0.42857142857142855,0.4,4
2021-02-14,17,12,1,1,1,7,10,3,7,4,5,13,10,5,0,0,0,0,0.42857142857142855,0.7,5
2021-02-14,0,8,4,2,2,13,9,5,5,4,5,8,17,0,2,0,0,2,0.38461538461538464,0.5555555555555556,2
2021-02-14,6,7,0,2,0,7,12,2,3,5,4,7,16,1,1,0,0,-2,0.2857142857142857,0.25,2
2021-02-15,18,14,3,0,2,13,8,9,5,7,7,11,12,0,2,0,0,3,0.6923076923076923,0.625,2
2021-02-15,4,13,2,0,2,18,10,5,4,10,5,9,13,0,0,0,0,2,0.2777777777777778,0.4,0
2021-02-17,3,7,1,1,1,8,8,3,3,5,5,7,13,1,1,0,0,0,0.375,0.375,2
2021-02-17,6,11,1,3,0,3,16,2,7,0,10,8,8,2,1,0,0,-2,0.6666666666666666,0.4375,3
2021-02-19,19,8,1,0,2,15,18,5,7,7,9,13,8,1,0,0,0,1,0.3333333333333333,0.3888888888888889,1
2021-02-20,15,4,1,1,1,4,9,1,3,3,6,10,10,1,1,0,0,0,0.25,0.3333333333333333,2
2021-02-20,3,17,0,0,1,6,10,1,3,5,5,16,10,3,0,0,1,0,0.16666666666666666,0.3,4
2021-02-20,10,6,0,2,0,15,9,6,6,7,2,10,10,2,1,0,0,-2,0.4,0.6666666666666666,3
2021-02-20,7,14,1,0,2,15,4,7,2,6,4,11,14,1,2,0,0,1,0.4666666666666667,0.5,3
2021-02-21,18,16,2,1,2,4,20,4,4,5,7,14,7,4,3,0,0,1,1.0,0.2,7
2021-02-21,1,9,1,2,0,11,16,2,7,7,8,11,12,2,1,0,0,-1,0.18181818181818182,0.4375,3
2021-02-21,0,11,0,1,0,7,15,1,3,1,3,11,9,2,2,0,0,-1,0.14285714285714285,0.2,4
2021-02-21,12,13,3,1,2,15,10,7,6,6,4,9,11,1,2,0,0,2,0.4666666666666667,0.6,3
2021-02-22,2,5,1,2,0,25,3,5,2,13,0,11,6,2,0,0,0,-1,0.2,0.6666666666666666,2
2021-02-23,8,15,3,0,2,11,13,7,5,2,4,11,13,1,2,0,0,3,0.6363636363636364,0.38461538461538464,3
2021-02-27,11,18,2,1,2,10,9,3,3,4,2,8,11,1,1,0,0,1,0.3,0.3333333333333333,2
2021-02-27,17,2,1,0,2,6,15,2,6,7,4,11,12,0,0,0,0,1,0.3333333333333333,0.4,0
2021-02-27,8,1,0,1,0,13,9,3,4,7,5,14,14,3,2,0,0,-1,0.23076923076923078,0.4444444444444444,5
2021-02-27,13,19,1,1,1,19,14,7,4,3,5,11,13,2,0,0,0,0,0.3684210526315789,0.2857142857142857,2
2021-02-28,5,7,0,0,1,3,16,0,4,1,3,10,14,1,1,0,0,0,0.0,0.25,2
2021-02-28,9,0,1,3,0,8,12,3,4,2,7,15,3,2,1,0,0,-2,0.375,0.3333333333333333,3
2021-02-28,16,3,4,0,2,16,10,7,3,3,4,6,10,0,0,0,0,4,0.4375,0.3,0
2021-02-28,4,12,0,0,1,18,11,6,4,3,4,11,12,1,2,0,0,0,0.3333333333333333,0.36363636363636365,3
2021-02-28,14,10,0,2,0,8,16,2,8,4,3,9,9,0,0,0,0,-2,0.25,0.5,0
2021-03-01,6,15,1,0,2,7,9,1,1,4,10,13,9,0,2,0,0,1,0.14285714285714285,0.1111111111111111,2
2021-03-02,11,19,4,1,2,22,6,10,1,10,2,9,5,0,1,0,0,3,0.45454545454545453,0.16666666666666666,1
2021-03-03,3,9,1,1,1,12,15,7,4,5,8,6,12,0,2,0,0,0,0.5833333333333334,0.26666666666666666,2
2021-03-03,14,1,1,0,2,9,16,2,4,2,7,13,6,1,0,1,0,1,0.2222222222222222,0.25,2
2021-03-03,5,12,0,0,1,8,11,2,1,4,6,4,13,1,0,0,0,0,0.25,0.09090909090909091,1
2021-03-04,7,16,0,1,0,11,9,3,2,4,1,13,9,2,1,0,0,-1,0.2727272727272727,0.2222222222222222,3
2021-03-04,17,6,0,1,0,11,11,3,3,3,3,9,7,3,1,0,0,-1,0.2727272727272727,0.2727272727272727,4
2021-03-04,10,4,0,1,0,7,11,1,5,5,2,9,8,0,0,0,0,-1,0.14285714285714285,0.45454545454545453,0
2021-03-06,3,0,1,1,1,9,15,5,3,2,4,5,12,1,1,0,0,0,0.5555555555555556,0.2,2
2021-03-06,14,15,0,2,0,8,15,2,5,7,3,17,11,4,3,0,0,-2,0.25,0.3333333333333333,7
2021-03-06,1,19,0,0,1,9,10,1,2,5,3,13,13,1,0,0,0,0,0.1111111111111111,0.2,1
2021-03-06,2,9,1,2,0,7,8,2,4,6,6,14,8,0,1,0,0,-1,0.2857142857142857,0.5,1
2021-03-07,17,13,0,0,1,13,9,3,5,9,7,11,10,0,0,0,0,0,0.23076923076923078,0.5555555555555556,0
2021-03-07,10,7,0,1,0,16,10,3,3,9,4,10,8,2,3,0,0,-1,0.1875,0.3,5
2021-03-07,11,12,0,2,0,23,8,6,6,6,2,9,12,0,3,0,0,-2,0.2608695652173913,0.75,3
2021-03-07,16,5,4,1,2,12,5,5,1,1,5,8,17,2,3,0,0,3,0.4166666666666667,0.2,5
2021-03-08,4,6,2,0,2,19,7,9,1,7,3,11,12,0,3,0,0,2,0.47368421052631576,0.14285714285714285,3
2021-03-08,18,8,2,0,2,16,17,5,2,6,6,9,9,1,1,0,0,2,0.3125,0.11764705882352941,2
2021-03-10,11,15,5,2,2,17,11,10,6,5,5,6,4,1,0,0,0,3,0.5882352941176471,0.5454545454545454,1
2021-03-12,13,1,1,1,1,12,15,3,6,2,2,10,10,2,3,0,0,0,0.25,0.4,5
2021-03-13,8,4,0,0,1,7,15,4,8,8,5,16,6,3,0,0,0,0,0.5714285714285714,0.5333333333333333,3
2021-03-13,5,17,1,0,2,6,12,4,1,3,2,16,15,3,1,0,0,1,0.6666666666666666,0.08333333333333333,4
2021-03-13,6,3,1,2,0,14,14,4,5,7,4,9,6,0,4,0,0,-1,0.2857142857142857,0.35714285714285715,4
2021-03-13,7,11,0,3,0,3,8,0,7,4,2,14,13,0,0,0,0,-3,0.0,0.875,0
2021-03-14,15,2,1,2,0,9,8,4,6,4,5,11,10,0,0,0,0,-1,0.4444444444444444,0.75,0
2021-03-14,9,14,5,0,2,19,1,10,0,9,1,10,9,0,2,0,0,5,0.5263157894736842,0.0,2
2021-03-14,0,16,2,1,2,13,6,3,3,6,3,12,14,1,2,0,1,1,0.23076923076923078,0.5,4
2021-03-14,12,18,1,0,2,15,7,4,0,6,3,12,2,4,0,0,0,1,0.26666666666666666,0.0,4
2021-03-15,19,10,0,1,0,10,12,5,4,3,2,17,10,2,1,0,0,-1,0.5,0.3333333333333333,3
2021-03-19,7,8,1,2,0,13,13,6,4,13,7,13,12,2,2,0,0,-1,0.46153846153846156,0.3076923076923077,4
2021-03-20,2,13,3,0,2,11,3,6,1,3,1,12,5,0,1,0,0,3,0.5454545454545454,0.3333333333333333,1
2021-03-21,18,0,3,3,1,15,16,5,7,3,5,18,8,3,1,0,0,0,0.3333333333333333,0.4375,4
2021-03-21,1,16,0,2,0,8,9,1,3,5,8,18,13,3,2,0,0,-2,0.125,0.3333333333333333,5
2021-04-03,4,17,2,5,0,18,14,8,7,10,3,11,6,1,1,1,0,-3,0.4444444444444444,0.5,3
2021-04-03,8,14,2,1,2,23,9,8,1,5,7,12,13,1,2,0,0,1,0.34782608695652173,0.1111111111111111,3
2021-04-03,9,11,0,2,0,5,11,2,4,1,1,13,12,2,3,0,0,-2,0.4,0.36363636363636365,5
2021-04-03,0,10,0,3,0,3,16,2,7,1,2,10,10,1,1,0,0,-3,0.6666666666666666,0.4375,2
2021-04-04,15,3,3,2,2,24,7,9,5,6,7,11,10,0,0,0,0,1,0.375,0.7142857142857143,0
2021-04-04,13,16,2,2,1,22,11,6,5,7,3,13,14,3,2,0,0,0,0.2727272727272727,0.45454545454545453,5
2021-04-04,1,7,3,1,2,14,15,4,7,4,4,14,20,1,2,0,0,2,0.2857142857142857,0.4666666666666667,3
2021-04-04,12,2,2,1,2,15,5,7,3,5,6,14,7,2,2,0,0,1,0.4666666666666667,0.6,4
2021-04-05,6,5,1,1,1,15,13,7,6,3,4,10,10,2,0,0,0,0,0.4666666666666667,0.46153846153846156,2
2021-04-05,19,18,2,3,0,20,9,5,6,4,2,9,9,1,4,0,0,-1,0.25,0.6666666666666666,5
2021-04-09,7,19,0,1,0,14,7,3,3,3,4,11,8,0,0,0,0,-1,0.21428571428571427,0.42857142857142855,0
2021-04-10,11,8,1,2,0,29,2,7,2,9,3,12,15,3,1,0,1,-1,0.2413793103448276,1.0,5
2021-04-10,10,1,2,1,2,23,9,10,5,7,0,16,11,2,4,0,0,1,0.43478260869565216,0.5555555555555556,6
2021-04-10,5,4,1,4,0,1,23,1,10,0,8,7,12,1,0,0,0,-3,1.0,0.43478260869565216,1
2021-04-11,3,13,1,2,0,24,10,4,5,13,3,11,12,1,0,0,0,-1,0.16666666666666666,0.5,1
2021-04-11,18,9,3,2,2,4,15,4,5,1,9,7,13,3,3,0,0,1,1.0,0.3333333333333333,6
2021-04-11,16,12,1,3,0,12,12,3,7,7,5,11,15,1,5,0,0,-2,0.25,0.5833333333333334,6
2021-04-11,14,0,0,3,0,7,14,2,5,2,4,9,6,1,1,0,0,-3,0.2857142857142857,0.35714285714285715,2
2021-04-12,17,15,3,0,2,15,14,6,4,5,10,12,11,0,1,0,0,3,0.4,0.2857142857142857,1
2021-04-12,2,6,0,0,1,23,8,3,1,10,3,12,7,1,2,0,0,0,0.13043478260869565,0.125,3
2021-04-16,6,16,2,2,1,18,12,7,3,6,3,8,8,1,1,0,0,0,0.3888888888888889,0.25,2
2021-04-17,13,18,3,2,2,16,16,8,6,3,8,9,7,2,0,0,1,1,0.5,0.375,3
2021-04-17,19,14,1,0,2,10,8,5,2,3,3,8,15,1,2,0,0,1,0.5,0.25,3
2021-04-18,0,7,1,1,1,18,3,5,1,11,1,9,11,0,3,0,0,0,0.2777777777777778,0.3333333333333333,3
2021-04-18,12,3,3,1,2,17,10,9,3,8,3,9,12,1,2,0,0,2,0.5294117647058824,0.3,3
2021-04-19,8,10,1,1,1,12,17,5,7,10,8,17,15,2,1,0,0,0,0.4166666666666667,0.4117647058823529,3
2021-04-20,4,2,0,0,1,7,11,4,2,0,3,8,9,2,0,0,1,0,0.5714285714285714,0.18181818181818182,3
2021-04-21,16,15,2,1,2,12,10,3,5,5,5,10,14,2,1,0,0,1,0.25,0.5,3
2021-04-21,1,11,1,2,0,8,13,3,3,1,11,12,7,0,1,1,1,-1,0.375,0.23076923076923078,3
2021-04-22,9,17,3,0,2,17,4,7,1,7,3,13,12,0,2,0,0,3,0.4117647058823529,0.25,2
2021-04-23,0,6,0,1,0,14,8,3,1,7,3,13,10,1,3,0,0,-1,0.21428571428571427,0.125,4
2021-04-24,10,13,1,1,1,22,7,9,4,6,3,9,7,2,1,0,0,0,0.4090909090909091,0.5714285714285714,3
2021-04-24,18,4,0,1,0,9,17,2,6,4,2,9,11,0,4,1,0,-1,0.2222222222222222,0.35294117647058826,5
2021-04-24,14,2,1,0,2,7,17,3,4,2,12,13,7,3,0,0,0,1,0.42857142857142855,0.23529411764705882,3
2021-04-25,19,3,0,4,0,12,14,2,7,8,5,8,9,1,2,0,0,-4,0.16666666666666666,0.5,3
2021-04-25,8,12,0,0,1,6,16,3,4,2,6,21,11,4,1,0,0,0,0.5,0.25,5
2021-04-25,1,17,2,2,1,24,10,11,4,11,4,14,9,0,2,0,0,0,0.4583333333333333,0.4,2
2021-04-26,9,5,2,1,2,13,4,5,2,7,2,13,12,0,1,0,0,1,0.38461538461538464,0.5,1
2021-04-30,15,9,1,1,1,5,23,3,9,0,10,9,13,1,0,1,0,0,0.6,0.391304347826087,2
2021-05-01,5,11,0,2,0,9,20,4,3,2,6,9,10,2,0,0,0,-2,0.4444444444444444,0.15,2
2021-05-01,2,8,2,0,2,17,11,5,2,2,9,17,6,1,1,0,0,2,0.29411764705882354,0.18181818181818182,2
2021-05-01,4,7,2,0,2,9,10,5,3,1,8,15,8,1,1,0,0,2,0.5555555555555556,0.3,2
2021-05-01,6,1,1,2,0,16,13,3,5,3,6,10,13,0,2,0,0,-1,0.1875,0.38461538461538464,2
2021-05-02,13,0,0,2,0,5,19,1,5,3,7,10,9,2,1,1,0,-2,0.2,0.2631578947368421,4
2021-05-02,16,14,4,0,2,20,8,11,1,6,6,8,9,1,1,0,0,4,0.55,0.125,2
2021-05-03,17,19,1,1,1,10,20,4,10,5,6,17,11,2,0,0,0,0,0.4,0.5,2
2021-05-03,3,18,1,2,0,8,22,3,4,5,4,4,8,2,1,0,0,-1,0.375,0.18181818181818182,3
2021-05-07,9,13,2,4,0,25,14,9,6,9,6,12,9,1,1,0,0,-2,0.36,0.42857142857142855,2
2021-05-08,8,16,3,1,2,16,11,7,3,8,6,12,10,1,2,0,0,2,0.4375,0.2727272727272727,3
2021-05-08,14,5,0,2,0,7,21,0,8,5,11,11,8,1,1,0,0,-2,0.0,0.38095238095238093,2
2021-05-08,11,4,1,2,0,16,12,4,5,6,2,12,10,2,0,0,0,-1,0.25,0.4166666666666667,2
2021-05-08,10,15,2,0,2,14,12,6,6,8,4,10,6,0,1,0,0,2,0.42857142857142855,0.5,1
2021-05-09,19,2,2,1,2,16,5,6,3,10,5,12,7,2,2,0,2,1,0.375,0.6,6
2021-05-09,1,12,1,3,0,11,18,5,7,5,6,13,18,1,1,1,0,-2,0.45454545454545453,0.3888888888888889,3
2021-05-09,18,6,0,1,0,11,9,0,3,5,6,8,10,2,1,0,0,-1,0.0,0.3333333333333333,3
2021-05-09,0,17,3,1,2,15,12,7,1,6,6,7,9,1,2,0,0,2,0.4666666666666667,0.08333333333333333,3
2021-05-10,7,3,0,2,0,21,14,3,5,8,4,11,10,2,0,0,0,-2,0.14285714285714285,0.35714285714285715,2
2021-05-11,12,9,1,2,0,4,12,1,3,3,4,9,12,0,0,0,0,-1,0.25,0.25,0
2021-05-11,15,5,3,1,2,13,11,6,4,12,8,20,13,2,3,0,0,2,0.46153846153846156,0.36363636363636365,5
2021-05-12,4,0,0,1,0,19,5,5,2,9,1,7,6,0,1,0,0,-1,0.2631578947368421,0.4,1
2021-05-13,1,6,0,0,1,13,15,2,5,9,1,9,12,2,0,0,0,0,0.15384615384615385,0.3333333333333333,2
2021-05-13,12,10,2,4,0,18,17,3,8,6,4,10,12,3,0,0,0,-2,0.16666666666666666,0.47058823529411764,3
2021-05-14,13,11,3,4,0,11,15,5,6,4,5,11,10,2,2,0,0,-1,0.45454545454545453,0.4,4
2021-05-15,3,8,0,4,0,16,16,4,6,6,8,10,10,1,1,0,0,-4,0.25,0.375,2
2021-05-15,15,7,3,1,2,11,10,7,3,6,5,9,15,0,1,0,0,2,0.6363636363636364,0.3,1
2021-05-15,2,18,1,1,1,10,15,2,3,3,3,7,5,1,1,0,0,0,0.2,0.2,2
2021-05-16,5,1,3,2,2,23,19,8,5,7,7,23,13,3,2,0,0,1,0.34782608695652173,0.2631578947368421,5
2021-05-16,16,19,2,0,2,24,15,13,3,10,3,8,11,1,0,0,0,2,0.5416666666666666,0.2,1
2021-05-16,17,10,1,2,0,10,26,3,6,9,13,7,14,0,0,0,0,-1,0.3,0.23076923076923078,0
2021-05-16,6,14,0,1,0,16,10,6,3,11,4,8,12,1,3,0,0,-1,0.375,0.3,4
2021-05-18,12,7,1,1,1,13,8,6,5,6,1,10,15,2,3,0,0,0,0.46153846153846156,0.625,5
2021-05-18,15,8,0,2,0,18,15,3,7,4,5,10,12,0,3,0,0,-2,0.16666666666666666,0.4666666666666667,3
2021-05-18,2,11,3,2,2,19,8,6,4,5,3,13,11,3,3,0,1,1,0.3157894736842105,0.5,7
2021-05-18,4,9,2,1,2,17,7,6,3,6,5,15,16,2,4,0,0,1,0.35294117647058826,0.42857142857142855,6
2021-05-19,6,19,1,0,2,14,9,4,3,7,12,11,11,0,2,0,0,1,0.2857142857142857,0.3333333333333333,2
2021-05-19,13,14,1,0,2,16,11,5,1,5,2,7,7,0,2,0,0,1,0.3125,0.09090909090909091,2
2021-05-19,16,1,1,2,0,10,20,4,4,4,5,14,13,1,1,0,0,-1,0.4,0.2,2
2021-05-19,5,0,1,3,0,12,6,6,3,6,7,7,7,2,1,0,0,-2,0.5,0.5,3
2021-05-19,3,10,0,3,0,10,20,4,3,6,7,10,7,0,0,0,0,-3,0.4,0.15,0
2021-05-19,17,18,1,3,0,14,21,4,9,6,8,8,11,2,2,0,0,-2,0.2857142857142857,0.42857142857142855,4
2021-05-23,0,2,2,0,2,16,5,5,1,11,3,10,8,0,0,0,0,2,0.3125,0.2,0
2021-05-23,1,4,2,1,2,6,23,3,7,2,9,11,12,3,3,0,1,1,0.5,0.30434782608695654,7
2021-05-23,7,13,0,2,0,14,10,0,4,5,4,12,6,1,0,0,0,-2,0.0,0.4,1
2021-05-23,8,17,3,1,2,17,14,9,5,8,3,12,12,2,1,0,0,2,0.5294117647058824,0.35714285714285715,3
2021-05-23,9,16,2,4,0,10,11,6,4,8,7,9,8,0,2,0,0,-2,0.6,0.36363636363636365,2
2021-05-23,10,5,2,0,2,19,5,5,4,14,1,10,8,2,2,0,0,2,0.2631578947368421,0.8,4
2021-05-23,11,6,5,0,2,21,8,11,3,7,5,8,10,2,2,0,0,5,0.5238095238095238,0.375,4
2021-05-23,14,3,1,0,2,12,10,3,3,8,9,11,1,3,1,0,0,1,0.25,0.3,4
2021-05-23,18,15,3,0,2,14,17,7,5,2,3,5,9,0,3,0,0,3,0.5,0.29411764705882354,3
2021-05-23,19,12,1,2,0,14,9,4,4,6,2,14,3,4,1,0,0,-1,0.2857142857142857,0.4444444444444444,5
